        Runtime,                     Inputfile,                                                                                                                                                           Executable
2.1719581818181818e-01,        LevelsetSodX,                                     ALPACA_1D_8_6_NavierStokes_RK2_FluxSplitting_Roe_M_Hllc_Einfeldt_Characteristic_WENO9_HOUC5_DerivativeStencil_Min_Hllc_Fedkiw
5.250106363636364e-01,        LevelsetSodX,               ALPACA_1D_24_6_NavierStokes_RK2_FluxSplitting_LocalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO9_HOUC5_HjDerivativeStencil_Min_Linearized_Fedkiw
2.1436954545454545e-01,        LevelsetSodX,                      ALPACA_1D_8_6_NavierStokes_RK2_FluxSplitting_LocalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO5Z_HOUC5_DerivativeStencil_Min_Exact_Fedkiw
7.533562727272727e-01,        LevelsetSodX,                       ALPACA_1D_32_4_NavierStokes_RK3_FluxSplitting_Roe_Hllc_Einfeldt_Characteristic_WENO3_HOUC5_ReconstructionStencil_Weno_TwoRarefaction_Upwind
2.249517272727273e-01,        LevelsetSodX,                                       ALPACA_1D_8_6_NavierStokes_RK2_FiniteVolume_Roe_Hllc_Einfeldt_Characteristic_WENO7_HOUC5_DerivativeStencil_Min_Exact_Fedkiw
5.26232090909091e-01,        LevelsetSodX,                                    ALPACA_1D_24_6_NavierStokes_RK2_FluxSplitting_Roe_Hllc_Einfeldt_Characteristic_WENO7_HOUC5_HjDerivativeStencil_Min_Hllc_Fedkiw
8.286096363636364e-01,        LevelsetSodX,                                  ALPACA_1D_32_4_NavierStokes_RK3_FiniteVolume_Roe_Hllc_Einfeldt_Characteristic_WENO5_HOUC5_ReconstructionStencil_Weno_Hllc_Upwind
4.098206363636363e-01,     ShockAirToWater,             ALPACA_1D_8_6_NavierStokes_RK2_FluxSplitting_GlobalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO7_HOUC5_DerivativeStencil_Min_TwoRarefaction_Fedkiw
1.3766927272727274e+00,     ShockAirToWater,                  ALPACA_1D_32_4_NavierStokes_RK3_FluxSplitting_LocalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO3_HOUC5_ReconstructionStencil_Weno_Hllc_Upwind
3.954672727272728e-01,     ShockAirToWater,                ALPACA_1D_8_6_NavierStokes_RK2_FluxSplitting_LocalLaxFriedrichs_M_Hllc_Einfeldt_Characteristic_WENO5_HOUC5_DerivativeStencil_Min_Linearized_Fedkiw
1.2863209090909093e+00,     ShockAirToWater,      ALPACA_1D_32_4_NavierStokes_RK3_FluxSplitting_LocalLaxFriedrichs_M_Hllc_Einfeldt_Characteristic_WENO3_HOUC5_ReconstructionStencil_Weno_TwoRarefaction_Upwind
8.549400909090908e-01,     ShockAirToWater,                               ALPACA_1D_24_6_NavierStokes_RK2_FiniteVolume_Roe_Hllc_Einfeldt_Characteristic_WENO3_HOUC5_HjDerivativeStencil_Min_Linearized_Fedkiw
1.0262163636363637e+00,     ShockAirToWater,                                ALPACA_1D_24_6_NavierStokes_RK2_FiniteVolume_Roe_Hll_Einfeldt_Characteristic_WENO9_HOUC5_HjDerivativeStencil_Min_Linearized_Fedkiw
1.0214672727272727e+00,     ShockAirToWater,                  ALPACA_1D_24_6_NavierStokes_RK2_FluxSplitting_LocalLaxFriedrichs_M_Hllc_Einfeldt_Characteristic_WENO5Z_HOUC5_HjDerivativeStencil_Min_Hllc_Fedkiw
1.3670418181818182e+00,     ShockAirToWater,          ALPACA_1D_32_4_NavierStokes_RK3_FluxSplitting_GlobalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO5Z_HOUC5_ReconstructionStencil_Weno_Linearized_Upwind
9.067389090909092e-01,     ShockAirToWater,                   ALPACA_1D_24_6_NavierStokes_RK2_FluxSplitting_GlobalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO5_HOUC5_HjDerivativeStencil_Min_Exact_Fedkiw
1.672501818181818e+00,     ShockAirToWater,                              ALPACA_1D_32_4_NavierStokes_RK3_FluxSplitting_Roe_M_Hllc_Einfeldt_Characteristic_WENO7_HOUC5_ReconstructionStencil_Weno_Exact_Upwind
3.9302899999999996e-01,     ShockAirToWater,                                        ALPACA_1D_8_6_NavierStokes_RK2_FiniteVolume_Roe_Hll_Einfeldt_Characteristic_WENO5Z_HOUC5_DerivativeStencil_Min_Hllc_Fedkiw
1.28862e+00,     ShockAirToWater,                         ALPACA_1D_32_4_NavierStokes_RK3_FiniteVolume_Roe_Hll_Einfeldt_Characteristic_WENO3_HOUC5_ReconstructionStencil_Weno_TwoRarefaction_Upwind
4.0688363636363634e-01,     ShockAirToWater,                                 ALPACA_1D_8_6_NavierStokes_RK2_FluxSplitting_Roe_Hllc_Einfeldt_Characteristic_WENO9_HOUC5_DerivativeStencil_Min_Linearized_Fedkiw
8.528203636363636e-01,     ShockAirToWater,                        ALPACA_1D_24_6_NavierStokes_RK2_FluxSplitting_Roe_M_Hllc_Einfeldt_Characteristic_WENO3_HOUC5_HjDerivativeStencil_Min_TwoRarefaction_Fedkiw
4.904057272727272e-01,     ShockAirToWater,                                     ALPACA_1D_8_6_NavierStokes_RK2_FluxSplitting_Roe_M_Hllc_Einfeldt_Characteristic_WENO9_HOUC5_DerivativeStencil_Min_Hllc_Fedkiw
9.935323636363637e-01,     ShockAirToWater,               ALPACA_1D_24_6_NavierStokes_RK2_FluxSplitting_LocalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO9_HOUC5_HjDerivativeStencil_Min_Linearized_Fedkiw
3.953596363636363e-01,     ShockAirToWater,                      ALPACA_1D_8_6_NavierStokes_RK2_FluxSplitting_LocalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO5Z_HOUC5_DerivativeStencil_Min_Exact_Fedkiw
1.3351654545454545e+00,     ShockAirToWater,                       ALPACA_1D_32_4_NavierStokes_RK3_FluxSplitting_Roe_Hllc_Einfeldt_Characteristic_WENO3_HOUC5_ReconstructionStencil_Weno_TwoRarefaction_Upwind
4.169593636363636e-01,     ShockAirToWater,                                       ALPACA_1D_8_6_NavierStokes_RK2_FiniteVolume_Roe_Hllc_Einfeldt_Characteristic_WENO7_HOUC5_DerivativeStencil_Min_Exact_Fedkiw
9.55546090909091e-01,     ShockAirToWater,                                    ALPACA_1D_24_6_NavierStokes_RK2_FluxSplitting_Roe_Hllc_Einfeldt_Characteristic_WENO7_HOUC5_HjDerivativeStencil_Min_Hllc_Fedkiw
1.3966318181818183e+00,     ShockAirToWater,                                  ALPACA_1D_32_4_NavierStokes_RK3_FiniteVolume_Roe_Hllc_Einfeldt_Characteristic_WENO5_HOUC5_ReconstructionStencil_Weno_Hllc_Upwind
1.0179472727272725e+00,        GasWaterWeak,                ALPACA_1D_8_6_NavierStokes_RK2_FluxSplitting_LocalLaxFriedrichs_M_Hllc_Einfeldt_Characteristic_WENO5_HOUC5_DerivativeStencil_Min_Linearized_Fedkiw
9.249235454545454e+00,        GasWaterWeak,                               ALPACA_1D_24_6_NavierStokes_RK2_FiniteVolume_Roe_Hllc_Einfeldt_Characteristic_WENO3_HOUC5_HjDerivativeStencil_Min_Linearized_Fedkiw
8.94124e+00,        GasWaterWeak,                                ALPACA_1D_24_6_NavierStokes_RK2_FiniteVolume_Roe_Hll_Einfeldt_Characteristic_WENO9_HOUC5_HjDerivativeStencil_Min_Linearized_Fedkiw
3.656745454545455e+00,        GasWaterWeak,          ALPACA_1D_32_4_NavierStokes_RK3_FluxSplitting_GlobalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO5Z_HOUC5_ReconstructionStencil_Weno_Linearized_Upwind
9.9836e-01,        GasWaterWeak,                                 ALPACA_1D_8_6_NavierStokes_RK2_FluxSplitting_Roe_Hllc_Einfeldt_Characteristic_WENO9_HOUC5_DerivativeStencil_Min_Linearized_Fedkiw
2.300817272727272e+00,        GasWaterWeak,               ALPACA_1D_24_6_NavierStokes_RK2_FluxSplitting_LocalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO9_HOUC5_HjDerivativeStencil_Min_Linearized_Fedkiw
7.622516363636365e-01,       AirHeliumWeak,             ALPACA_1D_8_6_NavierStokes_RK2_FluxSplitting_GlobalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO7_HOUC5_DerivativeStencil_Min_TwoRarefaction_Fedkiw
2.6885045454545455e+00,       AirHeliumWeak,                  ALPACA_1D_32_4_NavierStokes_RK3_FluxSplitting_LocalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO3_HOUC5_ReconstructionStencil_Weno_Hllc_Upwind
7.703482727272728e-01,       AirHeliumWeak,                ALPACA_1D_8_6_NavierStokes_RK2_FluxSplitting_LocalLaxFriedrichs_M_Hllc_Einfeldt_Characteristic_WENO5_HOUC5_DerivativeStencil_Min_Linearized_Fedkiw
2.5175554545454544e+00,       AirHeliumWeak,      ALPACA_1D_32_4_NavierStokes_RK3_FluxSplitting_LocalLaxFriedrichs_M_Hllc_Einfeldt_Characteristic_WENO3_HOUC5_ReconstructionStencil_Weno_TwoRarefaction_Upwind
1.687840909090909e+00,       AirHeliumWeak,                               ALPACA_1D_24_6_NavierStokes_RK2_FiniteVolume_Roe_Hllc_Einfeldt_Characteristic_WENO3_HOUC5_HjDerivativeStencil_Min_Linearized_Fedkiw
1.8544272727272728e+00,       AirHeliumWeak,                                ALPACA_1D_24_6_NavierStokes_RK2_FiniteVolume_Roe_Hll_Einfeldt_Characteristic_WENO9_HOUC5_HjDerivativeStencil_Min_Linearized_Fedkiw
1.8235327272727275e+00,       AirHeliumWeak,                  ALPACA_1D_24_6_NavierStokes_RK2_FluxSplitting_LocalLaxFriedrichs_M_Hllc_Einfeldt_Characteristic_WENO5Z_HOUC5_HjDerivativeStencil_Min_Hllc_Fedkiw
2.742089090909091e+00,       AirHeliumWeak,          ALPACA_1D_32_4_NavierStokes_RK3_FluxSplitting_GlobalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO5Z_HOUC5_ReconstructionStencil_Weno_Linearized_Upwind
1.7578663636363638e+00,       AirHeliumWeak,                   ALPACA_1D_24_6_NavierStokes_RK2_FluxSplitting_GlobalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO5_HOUC5_HjDerivativeStencil_Min_Exact_Fedkiw
3.0819981818181814e+00,       AirHeliumWeak,                              ALPACA_1D_32_4_NavierStokes_RK3_FluxSplitting_Roe_M_Hllc_Einfeldt_Characteristic_WENO7_HOUC5_ReconstructionStencil_Weno_Exact_Upwind
7.537377272727274e-01,       AirHeliumWeak,                                        ALPACA_1D_8_6_NavierStokes_RK2_FiniteVolume_Roe_Hll_Einfeldt_Characteristic_WENO5Z_HOUC5_DerivativeStencil_Min_Hllc_Fedkiw
2.662679090909091e+00,       AirHeliumWeak,                         ALPACA_1D_32_4_NavierStokes_RK3_FiniteVolume_Roe_Hll_Einfeldt_Characteristic_WENO3_HOUC5_ReconstructionStencil_Weno_TwoRarefaction_Upwind
7.712569090909092e-01,       AirHeliumWeak,                                 ALPACA_1D_8_6_NavierStokes_RK2_FluxSplitting_Roe_Hllc_Einfeldt_Characteristic_WENO9_HOUC5_DerivativeStencil_Min_Linearized_Fedkiw
1.6916990909090908e+00,       AirHeliumWeak,                        ALPACA_1D_24_6_NavierStokes_RK2_FluxSplitting_Roe_M_Hllc_Einfeldt_Characteristic_WENO3_HOUC5_HjDerivativeStencil_Min_TwoRarefaction_Fedkiw
8.257652727272727e-01,       AirHeliumWeak,                                     ALPACA_1D_8_6_NavierStokes_RK2_FluxSplitting_Roe_M_Hllc_Einfeldt_Characteristic_WENO9_HOUC5_DerivativeStencil_Min_Hllc_Fedkiw
1.8948072727272725e+00,       AirHeliumWeak,               ALPACA_1D_24_6_NavierStokes_RK2_FluxSplitting_LocalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO9_HOUC5_HjDerivativeStencil_Min_Linearized_Fedkiw
7.653108181818183e-01,       AirHeliumWeak,                      ALPACA_1D_8_6_NavierStokes_RK2_FluxSplitting_LocalLaxFriedrichs_Hllc_Einfeldt_Characteristic_WENO5Z_HOUC5_DerivativeStencil_Min_Exact_Fedkiw
2.656872727272727e+00,       AirHeliumWeak,                       ALPACA_1D_32_4_NavierStokes_RK3_FluxSplitting_Roe_Hllc_Einfeldt_Characteristic_WENO3_HOUC5_ReconstructionStencil_Weno_TwoRarefaction_Upwind
7.554203636363636e-01,       AirHeliumWeak,                                       ALPACA_1D_8_6_NavierStokes_RK2_FiniteVolume_Roe_Hllc_Einfeldt_Characteristic_WENO7_HOUC5_DerivativeStencil_Min_Exact_Fedkiw
1.7778872727272728e+00,       AirHeliumWeak,                                    ALPACA_1D_24_6_NavierStokes_RK2_FluxSplitting_Roe_Hllc_Einfeldt_Characteristic_WENO7_HOUC5_HjDerivativeStencil_Min_Hllc_Fedkiw
2.6716936363636368e+00,       AirHeliumWeak,                                  ALPACA_1D_32_4_NavierStokes_RK3_FiniteVolume_Roe_Hllc_Einfeldt_Characteristic_WENO5_HOUC5_ReconstructionStencil_Weno_Hllc_Upwind
